,id,label,kfold
213,42027,6,0
214,44318,6,0
215,42226,8,0
216,57247,3,0
217,31638,2,0
218,35827,2,0
219,1638,5,0
220,20715,2,0
221,28297,8,0
222,57718,7,0
223,43545,6,0
224,31505,0,0
225,27797,2,0
226,39025,9,0
227,22799,9,0
228,52766,0,0
229,58622,5,0
230,54014,3,0
231,21130,4,0
232,27060,3,0
233,27917,3,0
234,16695,6,0
235,56034,7,0
236,23494,2,0
237,6650,7,0
238,7055,0,0
239,27375,5,0
240,21138,9,0
241,39320,6,0
242,52445,8,0
243,3882,0,0
244,29068,1,0
245,32248,5,0
246,4503,9,0
247,40877,0,0
248,22561,6,0
249,6100,9,0
250,34308,2,0
251,24049,7,0
252,53726,1,0
253,25880,3,0
254,19672,4,0
255,48144,7,0
256,32225,8,0
257,45553,8,0
258,21356,9,0
259,16981,9,0
260,52798,5,0
261,52039,0,0
262,50746,9,0
263,16187,6,0
264,431,6,0
265,40219,1,0
266,15074,7,0
267,44762,9,0
268,45788,4,0
269,30235,8,0
270,18237,5,0
271,14041,1,0
272,22590,4,0
273,49024,7,0
274,19260,7,0
275,19485,0,0
276,12859,2,0
277,109,2,0
278,8404,9,0
279,18719,5,0
280,40675,7,0
281,37635,1,0
282,49243,0,0
283,14504,9,0
284,46108,5,0
285,9634,4,0
286,4948,5,0
287,20784,5,0
288,59370,7,0
289,1477,4,0
290,47899,9,0
291,8034,6,0
292,57864,3,0
293,42479,8,0
294,52624,1,0
295,2980,7,0
296,54612,8,0
297,49686,5,0
298,31067,4,0
299,51402,6,0
300,30360,9,0
301,39587,2,0
302,27423,3,0
303,40082,0,0
304,12579,7,0
305,21816,7,0
306,15697,1,0
307,2449,4,0
308,5712,5,0
309,12189,3,0
310,24478,9,0
311,39503,0,0
312,34666,7,0
313,11061,1,0
314,38989,3,0
315,40573,4,0
316,27951,0,0
317,6481,7,0
318,13802,7,0
319,30378,9,0
320,59360,7,0
321,57070,8,0
322,39595,3,0
323,58164,4,0
324,27017,8,0
325,22818,4,0
326,46954,1,0
327,32897,3,0
328,19140,9,0
329,35982,0,0
330,35314,4,0
331,41927,0,0
332,5567,3,0
333,29120,5,0
334,52973,4,0
335,22033,5,0
336,57748,7,0
337,27735,0,0
338,37460,8,0
339,28895,0,0
340,52036,0,0
341,41421,2,0
342,19331,6,0
343,41408,6,0
344,12102,4,0
345,31550,7,0
346,38045,6,0
347,28331,1,0
348,44001,9,0
349,22718,6,0
350,39788,0,0
351,51177,5,0
352,33460,8,0
353,32120,7,0
354,36215,1,0
355,7209,3,0
356,30319,9,0
357,46842,1,0
358,14857,0,0
359,15118,5,0
360,15712,2,0
361,40208,0,0
362,11832,6,0
363,22956,1,0
364,10947,1,0
365,48734,8,0
366,16599,6,0
367,11615,0,0
368,26501,0,0
369,16890,6,0
370,48830,0,0
371,55025,4,0
372,44878,9,0
373,28889,9,0
374,45754,1,0
375,20066,1,0
376,4465,0,0
377,41189,2,0
378,47301,5,0
379,8773,3,0
380,13609,0,0
381,26233,9,0
382,35189,9,0
383,37447,4,0
384,890,3,0
385,49980,7,0
386,6556,4,0
387,58537,5,0
388,30455,0,0
389,40884,1,0
390,6821,9,0
391,20987,1,0
392,23272,4,0
393,51232,6,0
394,15538,5,0
395,3564,2,0
396,6916,8,0
397,20749,1,0
398,13933,7,0
399,9267,7,0
400,18641,0,0
401,52482,6,0
402,22013,0,0
403,6954,6,0
404,47094,4,0
405,44570,7,0
406,38389,7,0
407,21993,3,0
408,16228,1,0
409,38048,9,0
410,8935,0,0
411,18063,6,0
412,43766,5,0
413,37815,4,0
414,42967,1,0
415,34286,8,0
416,45209,6,0
417,54779,5,0
418,30705,2,0
419,51972,5,0
420,29089,3,0
421,44988,1,0
422,15145,6,0
423,48565,6,0
424,33019,8,0
425,57071,7,0
426,10115,8,0
427,23635,9,0
428,44508,5,0
429,22126,3,0
430,35080,9,0
431,59634,9,0
432,9022,7,0
433,38522,1,0
434,17532,7,0
435,15597,7,0
436,53774,8,0
437,10674,3,0
438,3495,8,0
439,39355,8,0
440,56019,8,0
441,22691,0,0
442,42935,5,0
443,37624,1,0
444,53449,4,0
445,58817,8,0
446,56649,9,0
447,43011,0,0
448,16064,6,0
449,16377,8,0
450,37154,1,0
451,23774,6,0
452,51819,7,0
453,21666,7,0
454,31418,5,0
455,57726,2,0
456,50892,3,0
457,36223,0,0
458,27635,7,0
459,50528,9,0
460,21538,6,0
461,7638,8,0
462,58568,2,0
463,11482,8,0
464,24993,0,0
465,36372,6,0
466,51020,9,0
467,6491,9,0
468,5114,1,0
469,33928,5,0
470,8668,5,0
471,28058,9,0
472,729,4,0
473,59608,4,0
474,42106,9,0
475,7515,0,0
476,15382,0,0
477,25423,5,0
478,1792,6,0
479,37184,8,0
480,17161,6,0
481,57115,0,0
482,57034,0,0
483,22989,3,0
484,50904,5,0
485,17466,0,0
486,21231,8,0
487,32908,9,0
488,9266,2,0
489,24206,2,0
490,30613,4,0
491,44147,5,0
492,37378,1,0
493,23072,6,0
494,8331,1,0
495,33832,2,0
496,21757,9,0
497,47674,4,0
498,17108,0,0
499,54,9,0
500,5785,1,0
501,41793,6,0
502,5012,1,0
503,6357,0,0
504,39556,5,0
505,44746,9,0
506,971,7,0
507,16813,2,0
508,3077,2,0
509,55502,1,0
510,34035,4,0
511,50234,7,0
512,37556,7,0
513,2399,2,0
514,45768,1,0
515,3593,1,0
516,24801,7,0
517,9544,0,0
518,43768,2,0
519,56762,2,0
520,26912,6,0
521,1566,3,0
522,2101,0,0
523,15599,8,0
524,35965,7,0
525,20966,8,0
526,44985,9,0
527,48962,4,0
528,20265,2,0
529,47272,1,0
530,943,0,0
531,25024,0,0
532,31395,3,0
533,56996,9,0
534,43091,8,0
535,3437,4,0
536,86,3,0
537,23460,2,0
538,13361,9,0
539,58932,7,0
540,28972,7,0
541,1180,4,0
542,7613,3,0
543,48724,7,0
544,17008,6,0
545,26575,7,0
546,49902,1,0
547,32841,6,0
548,46150,4,0
549,36334,7,0
550,15179,4,0
551,37453,5,0
552,20832,2,0
553,16853,9,0
554,28215,9,0
555,43165,8,0
556,54016,3,0
557,34811,5,0
558,6390,8,0
559,28736,1,0
560,50913,2,0
561,53375,1,0
562,44824,9,0
563,34793,3,0
564,564,4,0
565,47253,7,0
566,7327,4,0
567,41854,7,0
568,33347,4,0
569,38874,0,0
570,55396,5,0
571,4884,1,0
572,36596,4,0
573,26725,4,0
574,41760,7,0
575,36206,3,0
576,40068,3,0
577,31549,4,0
578,16033,2,0
579,16916,2,0
580,35552,1,0
581,45694,9,0
582,44901,2,0
583,5090,1,0
584,8703,0,0
585,55232,1,0
586,29196,4,0
587,58976,5,0
588,12335,8,0
589,44951,0,0
590,38275,2,0
591,27237,9,0
592,24416,8,0
593,3416,5,0
594,24672,3,0
595,51430,9,0
596,8239,4,0
597,27288,5,0
598,6366,1,0
599,43654,3,0
600,53841,9,0
601,11607,1,0
602,39810,2,0
603,25776,8,0
604,13396,8,0
605,42786,1,0
606,2777,6,0
607,26595,2,0
608,28719,8,0
609,29560,0,0
610,22934,8,0
611,11597,0,0
612,38117,7,0
613,39003,7,0
614,49960,6,0
615,9722,2,0
616,31767,9,0
617,40255,5,0
618,40165,7,0
619,54707,3,0
620,5222,6,0
621,43491,7,0
622,21761,7,0
623,12797,2,0
624,33838,7,0
625,57659,0,0
626,57544,4,0
627,1175,2,0
628,47276,4,0
629,38748,9,0
630,58406,3,0
631,38770,2,0
632,33384,7,0
633,49083,6,0
634,253,2,0
635,21854,6,0
636,50571,8,0
637,58559,4,0
638,4613,4,0
639,42829,6,0
640,22816,0,0
641,29887,0,0
642,17714,7,0
643,49094,5,0
644,43524,8,0
645,46033,4,0
646,42066,6,0
647,43610,0,0
648,22944,6,0
649,4046,7,0
650,44805,7,0
651,2965,5,0
652,43929,4,0
653,35054,9,0
654,8020,7,0
655,57959,6,0
656,15219,8,0
657,55023,0,0
658,26257,8,0
659,29827,4,0
660,6936,5,0
661,23281,3,0
662,29205,0,0
663,34458,9,0
664,59704,0,0
665,24872,0,0
666,40652,8,0
667,23974,4,0
668,39093,0,0
669,22235,5,0
670,27402,6,0
671,30814,9,0
672,2969,7,0
673,40304,6,0
674,22137,1,0
675,53076,2,0
676,21122,6,0
677,1219,8,0
678,13355,7,0
679,44193,3,0
680,26537,1,0
681,13519,3,0
682,52899,7,0
683,48051,6,0
684,10665,5,0
685,11904,8,0
686,42297,8,0
687,15632,1,0
688,44752,5,0
689,43274,4,0
690,20913,1,0
691,16050,1,0
692,14896,8,0
693,44447,4,0
694,54271,2,0
695,57900,5,0
696,52192,5,0
697,51384,7,0
698,18855,7,0
699,52681,4,0
700,19274,6,0
701,8718,7,0
702,36567,9,0
703,1736,9,0
704,52074,4,0
705,46543,2,0
706,27269,8,0
707,3104,9,0
708,28579,5,0
709,35088,8,0
710,42328,2,0
711,22324,8,0
712,51179,6,0
713,37302,4,0
714,24433,2,0
715,27875,1,0
716,24393,0,0
717,41070,9,0
718,1608,7,0
719,7416,9,0
720,46744,7,0
721,33735,6,0
722,17124,0,0
723,708,8,0
724,18848,6,0
725,25326,8,0
726,44253,5,0
727,45443,5,0
728,5205,8,0
729,7920,2,0
730,51729,6,0
731,59436,3,0
732,33438,2,0
733,4219,9,0
734,9242,2,0
735,47481,3,0
736,41358,0,0
737,56528,3,0
738,54765,2,0
739,9149,4,0
740,35812,9,0
741,47442,1,0
742,7475,5,0
743,32122,7,0
744,41699,8,0
745,2807,1,0
746,53092,8,0
747,45153,4,0
748,18131,9,0
749,29658,1,0
750,22567,3,0
751,1879,1,0
752,17779,0,0
753,56804,5,0
754,46989,5,0
755,48475,8,0
756,49331,0,0
757,9632,4,0
758,44640,7,0
759,30446,9,0
760,52274,4,0
761,6948,2,0
762,21848,0,0
763,19590,5,0
764,26484,5,0
765,28041,0,0
766,6702,1,0
767,46529,6,0
768,45435,7,0
769,44192,3,0
770,19246,3,0
771,33601,6,0
772,906,4,0
773,56333,1,0
774,40016,8,0
775,31375,1,0
776,35998,7,0
777,51810,2,0
778,18486,0,0
779,57515,8,0
780,13797,9,0
781,37382,0,0
782,7106,3,0
783,39364,1,0
784,44552,7,0
785,54546,9,0
786,35175,0,0
787,28435,6,0
788,50091,5,0
789,59177,2,0
790,36229,2,0
791,12892,8,0
792,55603,7,0
793,54227,6,0
794,35496,1,0
795,22587,3,0
796,56868,0,0
797,40648,0,0
798,37326,9,0
799,47248,7,0
800,4657,1,0
801,28005,9,0
802,20628,5,0
803,53429,0,0
804,25652,9,0
805,45190,0,0
806,29042,3,0
807,34253,2,0
808,5803,9,0
809,3928,8,0
810,31366,1,0
811,14998,1,0
812,40989,0,0
813,13274,8,0
814,44684,3,0
815,56355,2,0
816,19321,2,0
817,11453,0,0
818,32605,0,0
819,42521,6,0
820,47432,6,0
821,32064,9,0
822,33950,7,0
823,12681,1,0
824,16871,7,0
825,11634,1,0
826,2549,5,0
827,6742,6,0
828,16790,8,0
829,54588,4,0
830,12630,8,0
831,54453,7,0
832,34835,7,0
833,23537,8,0
834,28265,3,0
835,42851,9,0
836,44540,3,0
837,7298,6,0
838,3461,0,0
839,53678,0,0
840,8913,7,0
841,30997,2,0
842,22964,3,0
843,56383,3,0
844,48480,3,0
845,22994,2,0
846,40033,1,0
847,46262,2,0
848,59084,9,0
849,18600,5,0
850,6036,9,0
851,8659,8,0
852,32109,0,0
853,36204,4,0
854,50171,8,0
855,55367,6,0
856,43751,9,0
857,36759,4,0
858,48759,7,0
859,32768,2,0
860,9790,0,0
861,23493,1,0
862,35742,0,0
863,46507,1,0
864,46871,0,0
865,30213,3,0
866,26452,6,0
867,34097,0,0
868,19428,9,0
869,23923,5,0
870,59429,8,0
871,5106,9,0
872,13976,8,0
873,52630,2,0
874,10609,7,0
875,34408,2,0
876,7679,7,0
877,23048,8,0
878,7173,7,0
879,34086,0,0
880,31868,3,0
881,55566,3,0
882,12728,6,0
883,34104,9,0
884,19306,5,0
885,46551,2,0
886,20675,3,0
887,1253,4,0
888,5610,1,0
889,33267,5,0
890,59882,1,0
891,35543,9,0
892,4615,3,0
893,55112,6,0
894,37969,2,0
895,48704,8,0
896,58272,7,0
897,40678,5,0
898,17362,8,0
899,588,2,0
900,6006,8,0
901,25975,8,0
902,59999,8,0
903,23678,7,0
904,9126,6,0
905,25527,8,0
906,42655,1,0
907,39488,2,0
908,28868,2,0
909,43373,3,0
910,22267,1,0
911,52159,8,0
912,33871,6,0
913,38844,8,0
914,35460,8,0
915,5981,0,0
916,2826,0,0
917,45474,3,0
918,41064,8,0
919,18487,4,0
920,12376,5,0
921,22636,0,0
922,16812,2,0
923,12791,1,0
924,20964,9,0
925,41593,2,0
926,16231,8,0
927,22599,5,0
928,36633,1,0
929,51171,2,0
930,36411,7,0
931,52494,6,0
932,644,7,0
933,3272,1,0
934,16694,1,0
935,53787,1,0
936,50219,1,0
937,11670,4,0
938,58576,1,0
939,38223,3,0
940,37508,7,0
941,27118,8,0
942,45073,2,0
943,29647,6,0
944,57639,5,0
945,56717,1,0
946,10907,1,0
947,35039,0,0
948,24695,2,0
949,21211,8,0
950,6527,5,0
951,9064,5,0
952,19138,4,0
953,8171,8,0
954,1592,5,0
955,40474,5,0
956,53031,4,0
957,54259,1,0
958,55315,0,0
959,12293,7,0
960,48362,6,0
961,22062,2,0
962,37786,3,0
963,11178,1,0
964,59645,1,0
965,9762,8,0
966,21039,5,0
967,22390,9,0
968,6293,3,0
969,35784,5,0
970,23556,3,0
971,50828,0,0
972,8740,2,0
973,58453,7,0
974,49539,6,0
975,628,8,0
976,20484,4,0
977,58076,9,0
978,15606,3,0
979,29891,6,0
980,37280,3,0
981,20909,7,0
982,58754,0,0
983,2893,4,0
984,55849,9,0
985,50147,7,0
986,18352,1,0
987,14212,1,0
988,13342,8,0
989,49964,1,0
990,34462,2,0
991,56650,7,0
992,2515,5,0
993,47455,3,0
994,52914,5,0
995,24023,6,0
996,25697,1,0
997,34049,6,0
998,43215,8,0
999,52840,2,0
1000,53846,3,0
1001,22274,8,0
1002,17298,5,0
1003,35210,6,0
1004,21072,9,0
1005,22549,9,0
1006,51306,7,0
1007,43114,9,0
1008,18938,5,0
1009,45628,3,0
1010,28406,3,0
1011,4672,7,0
1012,34583,7,0
1013,12758,6,0
1014,53762,2,0
1015,15093,2,0
1016,34439,9,0
1017,45618,7,0
1018,53603,6,0
1019,52842,7,0
1020,11810,7,0
1021,49543,8,0
1022,55127,1,0
1023,37176,4,0
1024,49095,8,0
1025,45545,3,0
1026,59512,3,0
1027,50296,5,0
1028,40503,8,0
1029,18597,7,0
1030,57169,1,0
1031,2867,7,0
1032,34058,3,0
1033,53614,7,0
1034,25623,5,0
1035,28319,9,0
1036,39564,0,0
1037,19172,7,0
1038,50991,2,0
1039,5438,2,0
1040,224,1,0
1041,2060,9,0
1042,16298,2,0
1043,51580,2,0
1044,31263,0,0
1045,56967,5,0
1046,5563,0,0
1047,38168,4,0
1048,27879,1,0
1049,52065,5,0
1050,18810,7,0
1051,33179,8,0
1052,29953,9,0
1053,1557,6,0
1054,47778,6,0
1055,25377,3,0
1056,19660,3,0
1057,44836,7,0
1058,55668,7,0
1059,10193,9,0
1060,7456,6,0
1061,55261,5,0
1062,58582,3,0
1063,38372,4,0
1064,13132,4,0
1065,24522,6,0
1066,39745,5,0
1067,21640,0,0
1068,56232,6,0
1069,17378,1,0
1070,53594,1,0
1071,9696,3,0
1072,51611,8,0
1073,43544,9,0
1074,35077,5,0
1075,37553,9,0
1076,56202,5,0
1077,40746,0,0
1078,41672,2,0
1079,25424,6,0
1080,24294,3,0
1081,26542,3,0
1082,57369,5,0
1083,17052,2,0
1084,7343,4,0
1085,59824,2,0
1086,51606,1,0
1087,2298,0,0
1088,13911,0,0
1089,32251,9,0
1090,9892,6,0
1091,16423,0,0
1092,38905,9,0
1093,29382,7,0
1094,13600,7,0
1095,35786,9,0
1096,9670,3,0
1097,50882,9,0
1098,5345,2,0
1099,18762,8,0
1100,58869,6,0
1101,59230,1,0
1102,34435,7,0
1103,55896,7,0
1104,52433,2,0
1105,5466,6,0
1106,1182,6,0
1107,52709,9,0
1108,11711,2,0
1109,47233,1,0
1110,32907,8,0
1111,45956,8,0
1112,6917,0,0
1113,19011,1,0
1114,53637,2,0
1115,20907,4,0
1116,22035,6,0
1117,38676,6,0
1118,47125,9,0
1119,44089,1,0
1120,36522,2,0
1121,26311,3,0
1122,41502,9,0
1123,8550,1,0
1124,43788,8,0
1125,46149,5,0
1126,55207,9,0
1127,39774,3,0
1128,15807,8,0
1129,21412,7,0
1130,43514,2,0
1131,20137,6,0
1132,4644,1,0
1133,42780,7,0
1134,44133,2,0
1135,39102,1,0
1136,46125,0,0
1137,2331,9,0
1138,30490,6,0
1139,39387,7,0
1140,23859,2,0
1141,53529,5,0
1142,54138,9,0
1143,25809,3,0
1144,45459,2,0
1145,32858,0,0
1146,58580,1,0
1147,33571,7,0
1148,32870,5,0
1149,5598,5,0
1150,20560,8,0
1151,57022,1,0
1152,55572,5,0
1153,41885,4,0
1154,18868,0,0
1155,19210,2,0
1156,51401,3,0
1157,45824,9,0
1158,34978,8,0
1159,51239,9,0
1160,5055,8,0
1161,22224,0,0
1162,44899,1,0
1163,53421,4,0
1164,11878,6,0
1165,24186,7,0
1166,8238,9,0
1167,40266,0,0
1168,10713,1,0
1169,6010,9,0
1170,7478,9,0
1171,6128,4,0
1172,48254,1,0
1173,44959,3,0
1174,39,6,0
1175,34670,7,0
1176,42883,2,0
1177,10610,5,0
1178,15134,6,0
1179,18911,6,0
1180,22657,0,0
1181,41999,0,0
1182,32257,6,0
1183,32688,3,0
1184,32878,9,0
1185,32045,4,0
1186,35562,3,0
1187,4524,1,0
1188,612,0,0
1189,46704,6,0
1190,43110,8,0
1191,37591,7,0
1192,12623,8,0
1193,19588,0,0
1194,38425,1,0
1195,2907,1,0
1196,13030,0,0
1197,47807,6,0
1198,32633,6,0
1199,38670,3,0
1200,34644,3,0
1201,14710,7,0
1202,31080,8,0
1203,29213,9,0
1204,48303,1,0
1205,15189,0,0
1206,34200,7,0
1207,44332,4,0
1208,27191,9,0
1209,3270,7,0
1210,42068,2,0
1211,7718,6,0
1212,221,6,0
1213,10883,9,0
1214,42839,2,0
1215,44962,9,0
1216,27147,8,0
1217,8081,4,0
1218,10817,8,0
1219,942,7,0
1220,28375,5,0
1221,8643,3,0
1222,49125,7,0
1223,36791,4,0
1224,46055,7,0
1225,17567,5,0
1226,10542,0,0
1227,32957,7,0
1228,45132,5,0
1229,16933,6,0
1230,39603,1,0
1231,9246,2,0
1232,5333,8,0
1233,14355,2,0
1234,3156,2,0
1235,56825,4,0
1236,49117,3,0
1237,28918,5,0
1238,21926,8,0
1239,19869,7,0
1240,25536,3,0
1241,4070,1,0
1242,34476,9,0
1243,58605,6,0
1244,29740,1,0
1245,56076,7,0
1246,31144,1,0
1247,29578,0,0
1248,37232,1,0
1249,21546,0,0
1250,40829,0,0
1251,59267,0,0
1252,54317,7,0
1253,7743,2,0
1254,24239,7,0
1255,49410,3,0
1256,51905,1,0
1257,19926,2,0
1258,20500,3,0
1259,2152,6,0
1260,20779,2,0
1261,18172,5,0
1262,31436,4,0
1263,30643,7,0
1264,6072,8,0
1265,47035,1,0
1266,54839,5,0
1267,13151,8,0
1268,17612,9,0
1269,23856,0,0
1270,45755,6,0
1271,21710,7,0
1272,51534,3,0
1273,14384,0,0
1274,34005,5,0
1275,25413,3,0
1276,4265,0,0
1277,30141,0,0
1278,58973,0,0
1279,34683,4,0
1280,38685,8,0
1281,30631,8,0
1282,59434,4,0
1283,37267,8,0
1284,2503,3,0
1285,42562,2,0
1286,14399,6,0
1287,47549,8,0
1288,5496,7,0
1289,41050,6,0
1290,43969,7,0
1291,10441,5,0
1292,55880,8,0
1293,23727,1,0
1294,45062,9,0
1295,35855,7,0
1296,52743,9,0
1297,48575,7,0
1298,12319,6,0
1299,34429,4,0
1300,10930,6,0
1301,18874,9,0
1302,39672,7,0
1303,23231,2,0
1304,31056,2,0
1305,44109,1,0
1306,51504,8,0
1307,26006,2,0
1308,34279,4,0
1309,59912,1,0
1310,11562,0,0
1311,11096,9,0
1312,4918,0,0
1313,53064,8,0
1314,52576,9,0
1315,14632,6,0
1316,48547,0,0
1317,58018,4,0
1318,36465,7,0
1319,462,0,0
1320,49830,8,0
1321,50480,0,0
1322,18532,7,0
1323,33167,6,0
1324,48779,4,0
1325,43597,2,0
1326,49804,8,0
1327,43100,3,0
1328,3181,3,0
1329,33060,2,0
1330,52353,5,0
1331,42741,2,0
1332,41879,1,0
1333,45324,6,0
1334,6013,6,0
1335,7208,9,0
1336,24582,2,0
1337,37737,9,0
1338,17746,4,0
1339,12604,5,0
1340,50544,9,0
1341,21847,1,0
1342,754,4,0
1343,11208,9,0
1344,19085,9,0
1345,56520,6,0
1346,3789,6,0
1347,45452,5,0
1348,11993,0,0
1349,31462,2,0
1350,6724,4,0
1351,12761,3,0
1352,20657,8,0
1353,51804,6,0
1354,48741,1,0
1355,28596,5,0
1356,59728,1,0
1357,28498,8,0
1358,35142,4,0
1359,34037,0,0
1360,17904,3,0
1361,22364,0,0
1362,52225,2,0
1363,5118,4,0
1364,15399,0,0
1365,11165,4,0
1366,53288,4,0
1367,47571,4,0
1368,30081,5,0
1369,50810,6,0
1370,49299,4,0
1371,33138,5,0
1372,16274,8,0
1373,45685,4,0
1374,11841,2,0
1375,43506,5,0
1376,33119,4,0
1377,57235,7,0
1378,36380,1,0
1379,9044,5,0
1380,32603,5,0
1381,12331,5,0
1382,3099,9,0
1383,58044,2,0
1384,50340,3,0
1385,20485,2,0
1386,36052,7,0
1387,22565,5,0
1388,57945,6,0
1389,21670,2,0
1390,41097,9,0
1391,13359,9,0
1392,17887,7,0
1393,15153,2,0
1394,1554,4,0
1395,14493,9,0
1396,33354,1,0
1397,37881,1,0
1398,25393,6,0
1399,16839,9,0
1400,828,4,0
1401,2141,9,0
1402,35148,0,0
1403,54095,2,0
1404,23334,7,0
1405,20631,3,0
1406,8241,3,0
1407,31155,3,0
1408,39447,9,0
1409,44212,7,0
1410,20333,9,0
1411,34034,8,0
1412,58755,6,0
1413,7417,4,0
1414,43229,0,0
1415,56003,9,0
1416,28971,0,0
1417,55407,8,0
1418,16707,2,0
1419,57494,0,0
1420,28427,0,0
1421,1536,6,0
1422,23969,7,0
1423,59505,8,0
1424,21678,5,0
1425,5137,9,0
1426,55912,2,0
1427,37324,8,0
1428,30342,9,0
1429,4724,6,0
1430,19166,0,0
1431,13858,6,0
1432,42813,8,0
1433,36055,0,0
1434,53193,5,0
1435,55746,3,0
1436,8854,4,0
1437,36100,2,0
1438,26253,6,0
1439,484,1,0
1440,14074,5,0
1441,8466,4,0
1442,19682,0,0
1443,21856,6,0
1444,52426,6,0
1445,59947,5,0
1446,47329,3,0
1447,11661,0,0
1448,58912,7,0
1449,43946,5,0
1450,39234,9,0
1451,10134,1,0
1452,5927,0,0
1453,4800,6,0
1454,13671,6,0
1455,4028,2,0
1456,45233,5,0
1457,16541,9,0
1458,896,4,0
1459,31409,3,0
1460,42016,7,0
1461,52554,0,0
1462,30120,2,0
1463,43765,9,0
1464,12487,5,0
1465,4060,9,0
1466,10733,8,0
1467,42216,4,0
1468,38449,1,0
1469,35204,6,0
1470,54621,6,0
1471,26161,2,0
1472,23200,5,0
1473,37143,2,0
1474,44226,2,0
1475,5572,9,0
1476,22678,9,0
1477,11591,7,0
1478,23261,6,0
1479,8236,3,0
1480,4092,9,0
1481,25828,9,0
1482,45477,3,0
1483,18427,7,0
1484,36006,2,0
1485,23030,1,0
1486,40185,3,0
1487,39796,1,0
1488,11375,5,0
1489,33901,6,0
1490,25136,2,0
1491,55647,7,0
1492,28547,9,0
1493,396,5,0
1494,31904,0,0
1495,32042,3,0
1496,37058,1,0
1497,10630,6,0
1498,8909,5,0
1499,38588,8,0
1500,36315,1,0
